"confidence","return_quantile","loss_var","loss_es","var","es","tail_observations","tail_effective_observations","method"
0.95,-0.0237726003426436,0.0237726003426436,0.0337508359851895,0.0237726003426436,0.0337508359851895,5000,5000,"empirical"
0.99,-0.03979807198832,0.03979807198832,0.0502281209207899,0.03979807198832,0.0502281209207899,1000,1000,"empirical"
