"model_id","engine","arma_p","arma_q","garch_p","garch_q","volatility_family","distribution","convergence","parameter_valid","aic","bic","residual_ljung_box_p","squared_residual_ljung_box_p","pit_ks_p","diagnostics_passed","rejection_reason","runtime_seconds","rank","selected","asset"
"arma00_sgarch11_norm","rugarch",0,0,1,1,"sGARCH","norm",TRUE,TRUE,-4.88775939768416,-4.872207614357,0.11259539104341,0.461572913903541,0.00301607683227094,FALSE,"pit_nonuniform",1.01,,FALSE,"^FTSE"
"arma00_sgarch11_std","rugarch",0,0,1,1,"sGARCH","std",TRUE,TRUE,-4.98667468498836,-4.96723495582942,0.119663070348269,0.174870112828854,0.300276233062193,TRUE,"",0.22,168,FALSE,"^FTSE"
"arma00_sgarch11_sstd","rugarch",0,0,1,1,"sGARCH","sstd",TRUE,TRUE,-5.00220838131151,-4.97888070632078,0.140560263224016,0.220865742040961,0.346501471926253,TRUE,"",0.35,138,FALSE,"^FTSE"
"arma00_sgarch11_ged","rugarch",0,0,1,1,"sGARCH","ged",TRUE,TRUE,-4.96114978977625,-4.94171006061731,0.103722234137068,0.365195059948378,0.103177973684441,TRUE,"",0.32,222,FALSE,"^FTSE"
"arma00_sgarch11_sged","rugarch",0,0,1,1,"sGARCH","sged",TRUE,TRUE,-4.98678270596573,-4.963455030975,0.142723062723151,0.358321202726772,0.0474308424794505,TRUE,"",0.77,181,FALSE,"^FTSE"
"arma00_egarch11_norm","rugarch",0,0,1,1,"eGARCH","norm",TRUE,TRUE,-4.97238210119469,-4.95294237203575,0.0370619458610291,0.796699165808721,0.00224823043720275,FALSE,"pit_nonuniform",0.19,,FALSE,"^FTSE"
"arma00_egarch11_std","rugarch",0,0,1,1,"eGARCH","std",TRUE,TRUE,-5.03313639582489,-5.00980872083416,0.0238411960414159,0.469095326393211,0.0503641674066943,TRUE,"",0.29,38,FALSE,"^FTSE"
"arma00_egarch11_sstd","rugarch",0,0,1,1,"eGARCH","sstd",TRUE,TRUE,-5.05871913038869,-5.03150350956616,0.0392757244461298,0.635569176240506,0.966354413575895,TRUE,"",0.63,1,TRUE,"^FTSE"
"arma00_egarch11_ged","rugarch",0,0,1,1,"eGARCH","ged",TRUE,TRUE,-5.01157361923209,-4.98824594424136,0.0218393815525114,0.704907807197612,0.0264439342083713,TRUE,"",0.45,105,FALSE,"^FTSE"
"arma00_egarch11_sged","rugarch",0,0,1,1,"eGARCH","sged",TRUE,TRUE,-5.0492946130176,-5.02207899219508,0.0409756115561571,0.730232344727064,0.756057424186643,TRUE,"",1.31,11,FALSE,"^FTSE"
"arma00_gjrgarch11_norm","rugarch",0,0,1,1,"gjrGARCH","norm",TRUE,TRUE,-4.95397638745945,-4.9345366583005,0.102389014951674,0.368003666105849,0.00387020058440928,FALSE,"pit_nonuniform",0.25,,FALSE,"^FTSE"
"arma00_gjrgarch11_std","rugarch",0,0,1,1,"gjrGARCH","std",TRUE,TRUE,-5.01990004012107,-4.99657236513033,0.0777536352998913,0.501411276265105,0.0834562102474852,TRUE,"",0.44,79,FALSE,"^FTSE"
"arma00_gjrgarch11_sstd","rugarch",0,0,1,1,"gjrGARCH","sstd",TRUE,TRUE,-5.04290853113832,-5.01569291031579,0.110677477055168,0.474783873453064,0.970045574084911,TRUE,"",0.600000000000001,25,FALSE,"^FTSE"
"arma00_gjrgarch11_ged","rugarch",0,0,1,1,"gjrGARCH","ged",TRUE,TRUE,-4.99901030488785,-4.97568262989712,0.0674112295197358,0.433245505778065,0.0757479977427912,TRUE,"",0.479999999999999,145,FALSE,"^FTSE"
"arma00_gjrgarch11_sged","rugarch",0,0,1,1,"gjrGARCH","sged",TRUE,TRUE,-5.03246512783709,-5.00524950701456,0.111839262436871,0.42948706784318,0.581955811082714,TRUE,"",1.3,53,FALSE,"^FTSE"
"arma00_sgarch12_norm","rugarch",0,0,1,2,"sGARCH","norm",TRUE,TRUE,-4.88630090106436,-4.86686117190542,0.112303923734984,0.461058730115397,0.00306978964106697,FALSE,"pit_nonuniform",0.15,,FALSE,"^FTSE"
"arma00_sgarch12_std","rugarch",0,0,1,2,"sGARCH","std",TRUE,TRUE,-4.98541158698439,-4.96208391199366,0.118384522346201,0.139891820387776,0.312623782184224,TRUE,"",0.209999999999999,187,FALSE,"^FTSE"
"arma00_sgarch12_sstd","rugarch",0,0,1,2,"sGARCH","sstd",TRUE,TRUE,-5.00093604369521,-4.97372042287268,0.139056713658609,0.178127817408736,0.337852083829369,TRUE,"",0.31,149,FALSE,"^FTSE"
"arma00_sgarch12_ged","rugarch",0,0,1,2,"sGARCH","ged",TRUE,TRUE,-4.95973709191852,-4.93640941692779,0.103222677840138,0.342468461231967,0.088190570100678,TRUE,"",0.48,230,FALSE,"^FTSE"
"arma00_sgarch12_sged","rugarch",0,0,1,2,"sGARCH","sged",TRUE,TRUE,-4.98534825724258,-4.95813263642006,0.141958869292242,0.3338951903365,0.0483892025348075,TRUE,"",0.879999999999999,208,FALSE,"^FTSE"
"arma00_egarch12_norm","rugarch",0,0,1,2,"eGARCH","norm",TRUE,TRUE,-4.97265359472576,-4.94932591973502,0.0351360085484992,0.691189835718987,0.00294269590903464,FALSE,"pit_nonuniform",0.260000000000002,,FALSE,"^FTSE"
"arma00_egarch12_std","rugarch",0,0,1,2,"eGARCH","std",TRUE,TRUE,-5.03381939202748,-5.00660377120495,0.0226512127195132,0.172894817426958,0.0568008693242807,TRUE,"",0.5,48,FALSE,"^FTSE"
"arma00_egarch12_sstd","rugarch",0,0,1,2,"eGARCH","sstd",TRUE,TRUE,-5.05895044033841,-5.0278468736841,0.0376001170998392,0.362568260830594,0.970239920745122,TRUE,"",0.69,5,FALSE,"^FTSE"
"arma00_egarch12_ged","rugarch",0,0,1,2,"eGARCH","ged",TRUE,TRUE,-5.01176251788031,-4.98454689705778,0.0206499488684382,0.486589435274396,0.0322973998728852,TRUE,"",0.719999999999999,119,FALSE,"^FTSE"
"arma00_egarch12_sged","rugarch",0,0,1,2,"eGARCH","sged",TRUE,TRUE,-5.04907741001231,-5.017973843358,0.0391578739382312,0.545573584784426,0.793461636407507,TRUE,"",1.61,19,FALSE,"^FTSE"
"arma00_gjrgarch12_norm","rugarch",0,0,1,2,"gjrGARCH","norm",TRUE,TRUE,-4.95311097271265,-4.92978329772192,0.0995924031358986,0.350667851161138,0.0042558531299832,FALSE,"pit_nonuniform",0.309999999999999,,FALSE,"^FTSE"
"arma00_gjrgarch12_std","rugarch",0,0,1,2,"gjrGARCH","std",TRUE,TRUE,-5.01933018955044,-4.99211456872792,0.0756471962986655,0.442507300060516,0.0851990145054578,TRUE,"",0.420000000000002,94,FALSE,"^FTSE"
"arma00_gjrgarch12_sstd","rugarch",0,0,1,2,"gjrGARCH","sstd",TRUE,TRUE,-5.04202138371316,-5.01091781705885,0.107564457319952,0.437200399370625,0.967868346367584,TRUE,"",0.599999999999998,35,FALSE,"^FTSE"
"arma00_gjrgarch12_ged","rugarch",0,0,1,2,"gjrGARCH","ged",TRUE,TRUE,-4.99814157639744,-4.97092595557491,0.0654865787405335,0.399916515817514,0.076580485939297,TRUE,"",0.650000000000002,157,FALSE,"^FTSE"
"arma00_gjrgarch12_sged","rugarch",0,0,1,2,"gjrGARCH","sged",TRUE,TRUE,-5.03135351951134,-5.00024995285702,0.108996270701945,0.406846766915674,0.586220343019618,TRUE,"",1.08,66,FALSE,"^FTSE"
"arma00_sgarch21_norm","rugarch",0,0,2,1,"sGARCH","norm",TRUE,TRUE,-4.88651675174733,-4.86707702258838,0.114306741763277,0.51056959144607,0.003353382016168,FALSE,"pit_nonuniform",0.100000000000001,,FALSE,"^FTSE"
"arma00_sgarch21_std","rugarch",0,0,2,1,"sGARCH","std",TRUE,TRUE,-4.98522791368557,-4.96190023869484,0.119613983398486,0.175072922251014,0.297446805861513,TRUE,"",0.259999999999998,188,FALSE,"^FTSE"
"arma00_sgarch21_sstd","rugarch",0,0,2,1,"sGARCH","sstd",TRUE,TRUE,-5.00074652226943,-4.97353090144691,0.140463398087224,0.220280445252007,0.343252083004257,TRUE,"",0.300000000000001,150,FALSE,"^FTSE"
"arma00_sgarch21_ged","rugarch",0,0,2,1,"sGARCH","ged",TRUE,TRUE,-4.95970240100521,-4.93637472601448,0.103552183909018,0.364768717888512,0.104544942375098,TRUE,"",0.310000000000002,231,FALSE,"^FTSE"
"arma00_sgarch21_sged","rugarch",0,0,2,1,"sGARCH","sged",TRUE,TRUE,-4.98530902744713,-4.95809340662461,0.142621503095272,0.357916119927002,0.0470134870861491,TRUE,"",0.559999999999999,209,FALSE,"^FTSE"
"arma00_egarch21_norm","rugarch",0,0,2,1,"eGARCH","norm",TRUE,TRUE,-4.97786283530761,-4.95064721448508,0.0359692980408093,0.379492016582997,0.00188921345634666,FALSE,"pit_nonuniform",0.27,,FALSE,"^FTSE"
"arma00_egarch21_std","rugarch",0,0,2,1,"eGARCH","std",TRUE,TRUE,-5.03805634861028,-5.00695278195596,0.0196296581740476,0.014830177727108,0.0596453446511659,TRUE,"",0.449999999999999,46,FALSE,"^FTSE"
"arma00_egarch21_sstd","rugarch",0,0,2,1,"eGARCH","sstd",TRUE,TRUE,-5.06340303697021,-5.02841152448411,0.0338062334356027,0.0843185329902196,0.978618830794134,TRUE,"",0.740000000000002,4,FALSE,"^FTSE"
"arma00_egarch21_ged","rugarch",0,0,2,1,"eGARCH","ged",TRUE,TRUE,-5.01582882744283,-4.98472526078851,0.0186720958212337,0.0918768972926465,0.0392402879791941,TRUE,"",0.859999999999999,118,FALSE,"^FTSE"
"arma00_egarch21_sged","rugarch",0,0,2,1,"eGARCH","sged",TRUE,TRUE,-5.05332845627685,-5.01833694379075,0.0363158904181953,0.194792119497279,0.855792363965291,TRUE,"",1.65,18,FALSE,"^FTSE"
"arma00_gjrgarch21_norm","rugarch",0,0,2,1,"gjrGARCH","norm",TRUE,TRUE,-4.95177478439088,-4.92455916356835,0.0968588264605086,0.330443103880409,0.00478215326988416,FALSE,"pit_nonuniform",0.359999999999999,,FALSE,"^FTSE"
"arma00_gjrgarch21_std","rugarch",0,0,2,1,"gjrGARCH","std",TRUE,TRUE,-5.02011155636804,-4.98900798971373,0.0692442526765792,0.169829936793352,0.113878529439733,TRUE,"",0.630000000000003,102,FALSE,"^FTSE"
"arma00_gjrgarch21_sstd","rugarch",0,0,2,1,"gjrGARCH","sstd",TRUE,TRUE,-5.0416040397521,-5.006612527266,0.0995556265235857,0.301116364435787,0.942638215370266,TRUE,"",0.869999999999997,47,FALSE,"^FTSE"
"arma00_gjrgarch21_ged","rugarch",0,0,2,1,"gjrGARCH","ged",TRUE,TRUE,-4.9973541350469,-4.96625056839259,0.0621351161888772,0.32022049970769,0.0753373292322433,TRUE,"",0.880000000000003,170,FALSE,"^FTSE"
"arma00_gjrgarch21_sged","rugarch",0,0,2,1,"gjrGARCH","sged",TRUE,TRUE,-5.03018901620102,-4.99519750371492,0.10464419977204,0.361391873945591,0.574073432424849,TRUE,"",1.67,85,FALSE,"^FTSE"
"arma01_sgarch11_norm","rugarch",0,1,1,1,"sGARCH","norm",TRUE,TRUE,-4.8863366069946,-4.86689687783565,0.076082724377867,0.473675797692725,0.00288048976857669,FALSE,"pit_nonuniform",0.109999999999999,,FALSE,"^FTSE"
"arma01_sgarch11_std","rugarch",0,1,1,1,"sGARCH","std",TRUE,TRUE,-4.98926776577939,-4.96594009078866,0.0220217735319128,0.184752175487555,0.199950763624861,TRUE,"",0.190000000000001,171,FALSE,"^FTSE"
"arma01_sgarch11_sstd","rugarch",0,1,1,1,"sGARCH","sstd",TRUE,TRUE,-5.01016380031254,-4.98294817949002,0.00283759284812413,0.233727057571938,0.707581278090493,FALSE,"residual_autocorrelation",0.280000000000001,,FALSE,"^FTSE"
"arma01_sgarch11_ged","rugarch",0,1,1,1,"sGARCH","ged",TRUE,TRUE,-4.96339741607746,-4.94006974108672,0.0226787604942938,0.429248303786038,0.0834060867022124,TRUE,"",0.399999999999999,224,FALSE,"^FTSE"
"arma01_sgarch11_sged","rugarch",0,1,1,1,"sGARCH","sged",TRUE,TRUE,-4.9956163620767,-4.96840074125418,0.00262603579291587,0.425169986016164,0.277526802792677,FALSE,"residual_autocorrelation",0.75,,FALSE,"^FTSE"
"arma01_egarch11_norm","rugarch",0,1,1,1,"eGARCH","norm",TRUE,TRUE,-4.97134400903009,-4.94801633403936,0.0291968592270241,0.827045032054598,0.00172576994879373,FALSE,"pit_nonuniform",0.280000000000001,,FALSE,"^FTSE"
"arma01_egarch11_std","rugarch",0,1,1,1,"eGARCH","std",TRUE,TRUE,-5.03430553024064,-5.00708990941812,0.0115355809382774,0.500355324937505,0.0693379844937874,TRUE,"",0.43,44,FALSE,"^FTSE"
"arma01_egarch11_sstd","rugarch",0,1,1,1,"eGARCH","sstd",TRUE,TRUE,-5.06168923899248,-5.03058567233817,0.0120185620649585,0.635064430449633,0.9448538190729,TRUE,"",0.759999999999998,2,FALSE,"^FTSE"
"arma01_egarch11_ged","rugarch",0,1,1,1,"eGARCH","ged",TRUE,TRUE,-5.01246603226463,-4.98525041144211,0.0125843730785145,0.77873512022707,0.0571793321162379,TRUE,"",0.560000000000002,114,FALSE,"^FTSE"
"arma01_egarch11_sged","rugarch",0,1,1,1,"eGARCH","sged",TRUE,TRUE,-5.0519214904089,-5.02081792375459,0.0158123495756106,0.775445977132644,0.678226787656392,TRUE,"",1.29,13,FALSE,"^FTSE"
"arma01_gjrgarch11_norm","rugarch",0,1,1,1,"gjrGARCH","norm",TRUE,TRUE,-4.95325268860042,-4.92992501360969,0.0660158271345535,0.40667362417492,0.00195518759585005,FALSE,"pit_nonuniform",0.259999999999998,,FALSE,"^FTSE"
"arma01_gjrgarch11_std","rugarch",0,1,1,1,"gjrGARCH","std",TRUE,TRUE,-5.02092356546475,-4.99370794464223,0.0306965025028912,0.600241095577651,0.132422494143878,TRUE,"",0.550000000000004,88,FALSE,"^FTSE"
"arma01_gjrgarch11_sstd","rugarch",0,1,1,1,"gjrGARCH","sstd",TRUE,TRUE,-5.04665055717278,-5.01554699051847,0.0188597926962549,0.644267314227737,0.9247704638506,TRUE,"",0.75,26,FALSE,"^FTSE"
"arma01_gjrgarch11_ged","rugarch",0,1,1,1,"gjrGARCH","ged",TRUE,TRUE,-5.00035683806415,-4.97314121724163,0.0266915698752811,0.52774693825421,0.101881469444367,TRUE,"",0.899999999999999,151,FALSE,"^FTSE"
"arma01_gjrgarch11_sged","rugarch",0,1,1,1,"gjrGARCH","sged",TRUE,TRUE,-5.0371881008562,-5.00608453420189,0.0184882223786571,0.599115489516233,0.661969914610937,TRUE,"",1.58,50,FALSE,"^FTSE"
"arma01_sgarch12_norm","rugarch",0,1,1,2,"sGARCH","norm",TRUE,TRUE,-4.88487712003924,-4.86154944504851,0.0759128583542279,0.473036539705946,0.00282843785363901,FALSE,"pit_nonuniform",0.189999999999998,,FALSE,"^FTSE"
"arma01_sgarch12_std","rugarch",0,1,1,2,"sGARCH","std",TRUE,TRUE,-4.98793070412299,-4.96071508330046,0.0219458896315814,0.156297334058672,0.185199924083327,TRUE,"",0.25,192,FALSE,"^FTSE"
"arma01_sgarch12_sstd","rugarch",0,1,1,2,"sGARCH","sstd",TRUE,TRUE,-5.00872139495234,-4.97761782829802,0.0028806801458352,0.219700824930476,0.694018807559411,FALSE,"residual_autocorrelation",0.370000000000005,,FALSE,"^FTSE"
"arma01_sgarch12_ged","rugarch",0,1,1,2,"sGARCH","ged",TRUE,TRUE,-4.96198461558006,-4.93476899475754,0.0222205146232856,0.403925108404855,0.078930550092122,TRUE,"",0.609999999999999,236,FALSE,"^FTSE"
"arma01_sgarch12_sged","rugarch",0,1,1,2,"sGARCH","sged",TRUE,TRUE,-4.99414300427899,-4.96303943762468,0.00260173933243735,0.425004399511251,0.274246576698875,FALSE,"residual_autocorrelation",0.969999999999999,,FALSE,"^FTSE"
"arma01_egarch12_norm","rugarch",0,1,1,2,"eGARCH","norm",TRUE,TRUE,-4.97181455947239,-4.94459893864987,0.0266111890581062,0.723580415390873,0.00230573481853724,FALSE,"pit_nonuniform",0.270000000000003,,FALSE,"^FTSE"
"arma01_egarch12_std","rugarch",0,1,1,2,"eGARCH","std",TRUE,TRUE,-5.0352976336873,-5.00419406703299,0.00953161495370636,0.161623292220286,0.0862262452019721,FALSE,"residual_autocorrelation",0.649999999999999,,FALSE,"^FTSE"
"arma01_egarch12_sstd","rugarch",0,1,1,2,"eGARCH","sstd",TRUE,TRUE,-5.06179124259499,-5.02679973010889,0.0108395761098611,0.350477371622677,0.942991743992269,TRUE,"",0.990000000000002,6,FALSE,"^FTSE"
"arma01_egarch12_ged","rugarch",0,1,1,2,"eGARCH","ged",TRUE,TRUE,-5.0129725965424,-4.98186902988809,0.0104689730544446,0.535020463758959,0.0674591869943479,TRUE,"",1.08,128,FALSE,"^FTSE"
"arma01_egarch12_sged","rugarch",0,1,1,2,"eGARCH","sged",TRUE,TRUE,-5.05155002908428,-5.01655851659818,0.0145555974106711,0.600201282483146,0.706088437952686,TRUE,"",2.2,22,FALSE,"^FTSE"
"arma01_gjrgarch12_norm","rugarch",0,1,1,2,"gjrGARCH","norm",TRUE,TRUE,-4.95243571039487,-4.92522008957235,0.0621674979123781,0.387818955933797,0.002101766422989,FALSE,"pit_nonuniform",0.410000000000004,,FALSE,"^FTSE"
"arma01_gjrgarch12_std","rugarch",0,1,1,2,"gjrGARCH","std",TRUE,TRUE,-5.02044624728095,-4.98934268062664,0.0276093841209881,0.5333401031957,0.116123400880933,TRUE,"",0.619999999999997,99,FALSE,"^FTSE"
"arma01_gjrgarch12_sstd","rugarch",0,1,1,2,"gjrGARCH","sstd",TRUE,TRUE,-5.04566951974476,-5.01067800725866,0.0178797703942952,0.603708699779817,0.89766018199981,TRUE,"",0.859999999999999,36,FALSE,"^FTSE"
"arma01_gjrgarch12_ged","rugarch",0,1,1,2,"gjrGARCH","ged",TRUE,TRUE,-4.99958833490374,-4.96848476824942,0.0240336639703399,0.489299330722736,0.10768122107389,TRUE,"",1.09,160,FALSE,"^FTSE"
"arma01_gjrgarch12_sged","rugarch",0,1,1,2,"gjrGARCH","sged",TRUE,TRUE,-5.03598136849236,-5.00098985600626,0.0180494456750095,0.579871736811362,0.62918407449466,TRUE,"",1.58,64,FALSE,"^FTSE"
"arma01_sgarch21_norm","rugarch",0,1,2,1,"sGARCH","norm",TRUE,TRUE,-4.88507484272842,-4.86174716773769,0.0779941134356315,0.51941708707529,0.00343610003258023,FALSE,"pit_nonuniform",0.219999999999999,,FALSE,"^FTSE"
"arma01_sgarch21_std","rugarch",0,1,2,1,"sGARCH","std",TRUE,TRUE,-4.98781778159098,-4.96060216076846,0.0220597905250123,0.184133966996181,0.198082784568748,TRUE,"",0.300000000000004,193,FALSE,"^FTSE"
"arma01_sgarch21_sstd","rugarch",0,1,2,1,"sGARCH","sstd",TRUE,TRUE,-5.00869990153251,-4.97759633487819,0.00282880929894647,0.234079366131487,0.703357102766173,FALSE,"residual_autocorrelation",0.419999999999995,,FALSE,"^FTSE"
"arma01_sgarch21_ged","rugarch",0,1,2,1,"sGARCH","ged",TRUE,TRUE,-4.96194636770645,-4.93473074688393,0.0226119326973152,0.429173335022707,0.0844353947126517,TRUE,"",0.630000000000003,237,FALSE,"^FTSE"
"arma01_sgarch21_sged","rugarch",0,1,2,1,"sGARCH","sged",TRUE,TRUE,-4.99414344284828,-4.96303987619397,0.0025960486315828,0.429756740742541,0.275856421207951,FALSE,"residual_autocorrelation",1.14,,FALSE,"^FTSE"
"arma01_egarch21_norm","rugarch",0,1,2,1,"eGARCH","norm",TRUE,TRUE,-4.9793790327643,-4.94827546610999,0.0141617303165463,0.412111609271798,0.00214672061032609,FALSE,"pit_nonuniform",0.390000000000001,,FALSE,"^FTSE"
"arma01_egarch21_std","rugarch",0,1,2,1,"eGARCH","std",TRUE,TRUE,-5.04177053218136,-5.00677901969526,0.00429896109146255,0.0162382369906975,0.124057981347306,FALSE,"residual_autocorrelation",0.649999999999999,,FALSE,"^FTSE"
"arma01_egarch21_sstd","rugarch",0,1,2,1,"eGARCH","sstd",TRUE,TRUE,-5.06697750387543,-5.02809804555754,0.00864768268762717,0.110336878152345,0.845623396225706,FALSE,"residual_autocorrelation",1,,FALSE,"^FTSE"
"arma01_egarch21_ged","rugarch",0,1,2,1,"eGARCH","ged",TRUE,TRUE,-5.01955302219638,-4.98456150971028,0.00434983793922472,0.0907762571815762,0.0860688645894447,FALSE,"residual_autocorrelation",1,,FALSE,"^FTSE"
"arma01_egarch21_sged","rugarch",0,1,2,1,"eGARCH","sged",TRUE,TRUE,-5.05603351499717,-5.01715405667928,0.012202828667933,0.256339918769503,0.734154352353846,TRUE,"",2.27,20,FALSE,"^FTSE"
"arma01_gjrgarch21_norm","rugarch",0,1,2,1,"gjrGARCH","norm",TRUE,TRUE,-4.95122686424852,-4.92012329759421,0.055728031569429,0.362404874609907,0.00207057586487762,FALSE,"pit_nonuniform",0.669999999999995,,FALSE,"^FTSE"
"arma01_gjrgarch21_std","rugarch",0,1,2,1,"gjrGARCH","std",TRUE,TRUE,-5.02168900041031,-4.98669748792421,0.0165676636708001,0.188407125525136,0.199423820816824,TRUE,"",0.75,109,FALSE,"^FTSE"
"arma01_gjrgarch21_sstd","rugarch",0,1,2,1,"gjrGARCH","sstd",TRUE,TRUE,-5.04503053205864,-5.00615107374075,0.0144831781000951,0.444589311612332,0.80327996465258,TRUE,"",1.13,49,FALSE,"^FTSE"
"arma01_gjrgarch21_ged","rugarch",0,1,2,1,"gjrGARCH","ged",TRUE,TRUE,-4.99916535571892,-4.96417384323282,0.0173695142425546,0.381071027369673,0.155942280793779,TRUE,"",1.26,177,FALSE,"^FTSE"
"arma01_gjrgarch21_sged","rugarch",0,1,2,1,"gjrGARCH","sged",TRUE,TRUE,-5.03461400097365,-4.99573454265576,0.0175207272871256,0.543870518000461,0.646666881667623,TRUE,"",2.45,82,FALSE,"^FTSE"
"arma02_sgarch11_norm","rugarch",0,2,1,1,"sGARCH","norm",TRUE,TRUE,-4.88523622195035,-4.86190854695962,0.0402317239087697,0.481432321575052,0.00312083330332118,FALSE,"pit_nonuniform",0.240000000000009,,FALSE,"^FTSE"
"arma02_sgarch11_std","rugarch",0,2,1,1,"sGARCH","std",TRUE,TRUE,-4.99019090005334,-4.96297527923081,0.00495180678207163,0.153191405721812,0.128764550370565,FALSE,"residual_autocorrelation",0.310000000000002,,FALSE,"^FTSE"
"arma02_sgarch11_sstd","rugarch",0,2,1,1,"sGARCH","sstd",TRUE,TRUE,-5.01723376379382,-4.98613019713951,3.85788942596221e-05,0.119701218356699,0.528556964620071,FALSE,"residual_autocorrelation",0.409999999999997,,FALSE,"^FTSE"
"arma02_sgarch11_ged","rugarch",0,2,1,1,"sGARCH","ged",TRUE,TRUE,-4.96322875854346,-4.93601313772094,0.00809606743478886,0.413042474456788,0.043546411780677,FALSE,"residual_autocorrelation",0.590000000000003,,FALSE,"^FTSE"
"arma02_sgarch11_sged","rugarch",0,2,1,1,"sGARCH","sged",TRUE,TRUE,-5.00178302335719,-4.97067945670288,9.97381065962477e-05,0.301065162883638,0.173691715441108,FALSE,"residual_autocorrelation",0.890000000000001,,FALSE,"^FTSE"
"arma02_egarch11_norm","rugarch",0,2,1,1,"eGARCH","norm",TRUE,TRUE,-4.9714353770101,-4.94421975618758,0.0132727955446181,0.821841214848616,0.00253527385449825,FALSE,"pit_nonuniform",0.25,,FALSE,"^FTSE"
"arma02_egarch11_std","rugarch",0,2,1,1,"eGARCH","std",TRUE,TRUE,-5.03329717304702,-5.0021936063927,0.00632170784369146,0.494813669702191,0.068467716187505,FALSE,"residual_autocorrelation",0.469999999999999,,FALSE,"^FTSE"
"arma02_egarch11_sstd","rugarch",0,2,1,1,"eGARCH","sstd",TRUE,TRUE,-5.06099714710415,-5.02600563461804,0.00518573613482731,0.548840102727392,0.940242662723519,FALSE,"residual_autocorrelation",0.769999999999996,,FALSE,"^FTSE"
"arma02_egarch11_ged","rugarch",0,2,1,1,"eGARCH","ged",TRUE,TRUE,-5.01155348654611,-4.9804499198918,0.00663952448234839,0.787369297030979,0.0468609240566235,FALSE,"residual_autocorrelation",0.900000000000006,,FALSE,"^FTSE"
"arma02_egarch11_sged","rugarch",0,2,1,1,"eGARCH","sged",TRUE,TRUE,-5.05090889014582,-5.01591737765972,0.00814031843715513,0.745265794945139,0.644021163823217,FALSE,"residual_autocorrelation",1.70999999999999,,FALSE,"^FTSE"
"arma02_gjrgarch11_norm","rugarch",0,2,1,1,"gjrGARCH","norm",TRUE,TRUE,-4.95230298450308,-4.92508736368056,0.0412504025653645,0.395765299575066,0.00229363666689318,FALSE,"pit_nonuniform",0.530000000000001,,FALSE,"^FTSE"
"arma02_gjrgarch11_std","rugarch",0,2,1,1,"gjrGARCH","std",TRUE,TRUE,-5.02014426853345,-4.98904070187914,0.0166409716620023,0.617792840738711,0.0916439704292162,TRUE,"",0.539999999999992,101,FALSE,"^FTSE"
"arma02_gjrgarch11_sstd","rugarch",0,2,1,1,"gjrGARCH","sstd",TRUE,TRUE,-5.04710066473586,-5.01210915224976,0.00683257108819924,0.691383569677945,0.877768317116321,FALSE,"residual_autocorrelation",0.850000000000009,,FALSE,"^FTSE"
"arma02_gjrgarch11_ged","rugarch",0,2,1,1,"gjrGARCH","ged",TRUE,TRUE,-4.99926952826803,-4.96816596161371,0.0154319414844786,0.529072545014335,0.106918802645469,TRUE,"",0.969999999999999,163,FALSE,"^FTSE"
"arma02_gjrgarch11_sged","rugarch",0,2,1,1,"gjrGARCH","sged",TRUE,TRUE,-5.03720864016409,-5.00221712767799,0.00876240464190492,0.643250318299135,0.608407278545432,FALSE,"residual_autocorrelation",1.7,,FALSE,"^FTSE"
"arma02_sgarch12_norm","rugarch",0,2,1,2,"sGARCH","norm",TRUE,TRUE,-4.88374033306259,-4.85652471224007,0.0402328041209004,0.481434197086613,0.00312078580560434,FALSE,"pit_nonuniform",0.259999999999991,,FALSE,"^FTSE"
"arma02_sgarch12_std","rugarch",0,2,1,2,"sGARCH","std",TRUE,TRUE,-4.98875871790912,-4.95765515125481,0.0049163155438301,0.134223049864818,0.144974342494907,FALSE,"residual_autocorrelation",0.410000000000011,,FALSE,"^FTSE"
"arma02_sgarch12_sstd","rugarch",0,2,1,2,"sGARCH","sstd",TRUE,TRUE,-5.01573787497895,-4.98074636249285,3.85952178683091e-05,0.119713692852591,0.528808939117061,FALSE,"residual_autocorrelation",0.519999999999996,,FALSE,"^FTSE"
"arma02_sgarch12_ged","rugarch",0,2,1,2,"sGARCH","ged",TRUE,TRUE,-4.9617545582059,-4.93065099155159,0.00791635519383171,0.394088196980618,0.0458639729768205,FALSE,"residual_autocorrelation",0.590000000000003,,FALSE,"^FTSE"
"arma02_sgarch12_sged","rugarch",0,2,1,2,"sGARCH","sged",TRUE,TRUE,-5.00028713365985,-4.96529562117375,9.9700278800241e-05,0.301051725093131,0.173788045453483,FALSE,"residual_autocorrelation",1.27,,FALSE,"^FTSE"
"arma02_egarch12_norm","rugarch",0,2,1,2,"eGARCH","norm",TRUE,TRUE,-4.97117973421445,-4.94007616756013,0.0122643284752653,0.728273150226581,0.00315697150993856,FALSE,"pit_nonuniform",0.5,,FALSE,"^FTSE"
"arma02_egarch12_std","rugarch",0,2,1,2,"eGARCH","std",TRUE,TRUE,-5.033814681411,-4.9988231689249,0.00519385996380473,0.154402354541806,0.075845059116164,FALSE,"residual_autocorrelation",0.730000000000004,,FALSE,"^FTSE"
"arma02_egarch12_sstd","rugarch",0,2,1,2,"eGARCH","sstd",TRUE,TRUE,-5.06082669608632,-5.02194723776843,0.00439204280712091,0.237273708501973,0.964784090135243,FALSE,"residual_autocorrelation",1.17,,FALSE,"^FTSE"
