"valuation_date","ticker","quote_date","stale_days","price"
2000-12-08,"^FTSE",2000-12-08,0,6288.2998046875
2000-12-15,"^FTSE",2000-12-15,0,6175.7998046875
2000-12-22,"^FTSE",2000-12-22,0,6097.5
2000-12-29,"^FTSE",2000-12-29,0,6222.5
2001-01-05,"^FTSE",2001-01-05,0,6198.10009765625
2001-01-12,"^FTSE",2001-01-12,0,6165.5
2001-01-19,"^FTSE",2001-01-19,0,6209.2998046875
2001-01-26,"^FTSE",2001-01-26,0,6294.2998046875
2001-02-02,"^FTSE",2001-02-02,0,6256.39990234375
2001-02-09,"^FTSE",2001-02-09,0,6164.2998046875
2001-02-16,"^FTSE",2001-02-16,0,6088.2998046875
2001-02-23,"^FTSE",2001-02-23,0,5943.7001953125
2001-03-02,"^FTSE",2001-03-02,0,5858.60009765625
2001-03-09,"^FTSE",2001-03-09,0,5917.2998046875
2001-03-16,"^FTSE",2001-03-16,0,5562.7998046875
2001-03-23,"^FTSE",2001-03-23,0,5402.2998046875
2001-03-30,"^FTSE",2001-03-30,0,5633.7001953125
2001-04-06,"^FTSE",2001-04-06,0,5601.5
2001-04-13,"^FTSE",2001-04-12,1,5766.60009765625
2001-04-20,"^FTSE",2001-04-20,0,5879.7998046875
2001-04-27,"^FTSE",2001-04-27,0,5951.39990234375
2001-05-04,"^FTSE",2001-05-04,0,5870.2998046875
2001-05-11,"^FTSE",2001-05-11,0,5896.7998046875
2001-05-18,"^FTSE",2001-05-18,0,5915
2001-05-25,"^FTSE",2001-05-25,0,5889.7998046875
2001-06-01,"^FTSE",2001-06-01,0,5809.60009765625
2001-06-08,"^FTSE",2001-06-08,0,5950.60009765625
2001-06-15,"^FTSE",2001-06-15,0,5723
2001-06-22,"^FTSE",2001-06-22,0,5665.7001953125
2001-06-29,"^FTSE",2001-06-29,0,5642.5
2001-07-06,"^FTSE",2001-07-06,0,5479.2001953125
2001-07-13,"^FTSE",2001-07-13,0,5537
2001-07-20,"^FTSE",2001-07-20,0,5387.10009765625
2001-07-27,"^FTSE",2001-07-27,0,5403.10009765625
2001-08-03,"^FTSE",2001-08-03,0,5547.60009765625
2001-08-10,"^FTSE",2001-08-10,0,5427.2001953125
2001-08-17,"^FTSE",2001-08-17,0,5342.10009765625
2001-08-24,"^FTSE",2001-08-24,0,5471.89990234375
2001-08-31,"^FTSE",2001-08-31,0,5345
2001-09-07,"^FTSE",2001-09-07,0,5070.2998046875
2001-09-14,"^FTSE",2001-09-14,0,4755.7998046875
2001-09-21,"^FTSE",2001-09-21,0,4433.7001953125
2001-09-28,"^FTSE",2001-09-28,0,4903.39990234375
2001-10-05,"^FTSE",2001-10-05,0,5036
2001-10-12,"^FTSE",2001-10-12,0,5145.5
2001-10-19,"^FTSE",2001-10-19,0,5017.7001953125
2001-10-26,"^FTSE",2001-10-26,0,5188.7001953125
2001-11-02,"^FTSE",2001-11-02,0,5129.5
2001-11-09,"^FTSE",2001-11-09,0,5244.2001953125
2001-11-16,"^FTSE",2001-11-16,0,5291
2001-11-23,"^FTSE",2001-11-23,0,5293.2001953125
2001-11-30,"^FTSE",2001-11-30,0,5203.60009765625
2001-12-07,"^FTSE",2001-12-07,0,5264.7001953125
2001-12-14,"^FTSE",2001-12-14,0,5061
2001-12-21,"^FTSE",2001-12-21,0,5159.2001953125
2001-12-28,"^FTSE",2001-12-28,0,5242.39990234375
2002-01-04,"^FTSE",2002-01-04,0,5323.7998046875
2002-01-11,"^FTSE",2002-01-11,0,5198.60009765625
2002-01-18,"^FTSE",2002-01-18,0,5126.7998046875
2002-01-25,"^FTSE",2002-01-25,0,5193.10009765625
2002-02-01,"^FTSE",2002-02-01,0,5189.7001953125
2002-02-08,"^FTSE",2002-02-08,0,5128.10009765625
2002-02-15,"^FTSE",2002-02-15,0,5182.5
2002-02-22,"^FTSE",2002-02-22,0,5050.7998046875
2002-03-01,"^FTSE",2002-03-01,0,5169
2002-03-08,"^FTSE",2002-03-08,0,5285.7001953125
2002-03-15,"^FTSE",2002-03-15,0,5292.7001953125
2002-03-22,"^FTSE",2002-03-22,0,5250.5
2002-03-29,"^FTSE",2002-03-28,1,5271.7998046875
2002-04-05,"^FTSE",2002-04-05,0,5233.60009765625
2002-04-12,"^FTSE",2002-04-12,0,5161
2002-04-19,"^FTSE",2002-04-19,0,5243.60009765625
2002-04-26,"^FTSE",2002-04-26,0,5159
2002-05-03,"^FTSE",2002-05-03,0,5203.10009765625
2002-05-10,"^FTSE",2002-05-10,0,5171.2001953125
2002-05-17,"^FTSE",2002-05-17,0,5218
2002-05-24,"^FTSE",2002-05-24,0,5169.10009765625
2002-05-31,"^FTSE",2002-05-31,0,5085.10009765625
2002-06-07,"^FTSE",2002-06-07,0,4920.39990234375
2002-06-14,"^FTSE",2002-06-14,0,4630.7998046875
2002-06-21,"^FTSE",2002-06-21,0,4605.39990234375
2002-06-28,"^FTSE",2002-06-28,0,4656.39990234375
2002-07-05,"^FTSE",2002-07-05,0,4615.7001953125
2002-07-12,"^FTSE",2002-07-12,0,4224.10009765625
2002-07-19,"^FTSE",2002-07-19,0,4098.2998046875
2002-07-26,"^FTSE",2002-07-26,0,4016.69995117188
2002-08-02,"^FTSE",2002-08-02,0,4075.60009765625
2002-08-09,"^FTSE",2002-08-09,0,4322.39990234375
2002-08-16,"^FTSE",2002-08-16,0,4330
2002-08-23,"^FTSE",2002-08-23,0,4389.7998046875
2002-08-30,"^FTSE",2002-08-30,0,4227.2998046875
2002-09-06,"^FTSE",2002-09-06,0,4107.2001953125
2002-09-13,"^FTSE",2002-09-13,0,4008
2002-09-20,"^FTSE",2002-09-20,0,3860.10009765625
2002-09-27,"^FTSE",2002-09-27,0,3907.19995117188
2002-10-04,"^FTSE",2002-10-04,0,3813.80004882812
2002-10-11,"^FTSE",2002-10-11,0,3953.39990234375
2002-10-18,"^FTSE",2002-10-18,0,4130.5
2002-10-25,"^FTSE",2002-10-25,0,4051.10009765625
2002-11-01,"^FTSE",2002-11-01,0,3997
2002-11-08,"^FTSE",2002-11-08,0,4034.60009765625
2002-11-15,"^FTSE",2002-11-15,0,4091.60009765625
2002-11-22,"^FTSE",2002-11-22,0,4175.2001953125
2002-11-29,"^FTSE",2002-11-29,0,4169.39990234375
2002-12-06,"^FTSE",2002-12-06,0,4013.5
2002-12-13,"^FTSE",2002-12-13,0,3878.10009765625
2002-12-20,"^FTSE",2002-12-20,0,3889.89990234375
2002-12-27,"^FTSE",2002-12-27,0,3829.39990234375
2003-01-03,"^FTSE",2003-01-03,0,4005
2003-01-10,"^FTSE",2003-01-10,0,3974.10009765625
2003-01-17,"^FTSE",2003-01-17,0,3820.60009765625
2003-01-24,"^FTSE",2003-01-24,0,3603.69995117188
2003-01-31,"^FTSE",2003-01-31,0,3567.39990234375
2003-02-07,"^FTSE",2003-02-07,0,3599.19995117188
2003-02-14,"^FTSE",2003-02-14,0,3611.89990234375
2003-02-21,"^FTSE",2003-02-21,0,3727.10009765625
2003-02-28,"^FTSE",2003-02-28,0,3655.60009765625
2003-03-07,"^FTSE",2003-03-07,0,3491.60009765625
2003-03-14,"^FTSE",2003-03-14,0,3601.80004882812
2003-03-21,"^FTSE",2003-03-21,0,3861.10009765625
2003-03-28,"^FTSE",2003-03-28,0,3708.5
2003-04-04,"^FTSE",2003-04-04,0,3814.39990234375
2003-04-11,"^FTSE",2003-04-11,0,3808.10009765625
2003-04-18,"^FTSE",2003-04-17,1,3889.19995117188
2003-04-25,"^FTSE",2003-04-25,0,3870.19995117188
2003-05-02,"^FTSE",2003-05-02,0,3952.60009765625
2003-05-09,"^FTSE",2003-05-09,0,3969.39990234375
2003-05-16,"^FTSE",2003-05-16,0,4049
2003-05-23,"^FTSE",2003-05-23,0,3979.80004882812
2003-05-30,"^FTSE",2003-05-30,0,4048.10009765625
2003-06-06,"^FTSE",2003-06-06,0,4150.7998046875
2003-06-13,"^FTSE",2003-06-13,0,4134.10009765625
2003-06-20,"^FTSE",2003-06-20,0,4160.10009765625
2003-06-27,"^FTSE",2003-06-27,0,4067.80004882812
2003-07-04,"^FTSE",2003-07-04,0,4021.5
2003-07-11,"^FTSE",2003-07-11,0,4058.10009765625
2003-07-18,"^FTSE",2003-07-18,0,4073.19995117188
2003-07-25,"^FTSE",2003-07-25,0,4131.2001953125
2003-08-01,"^FTSE",2003-08-01,0,4098.39990234375
2003-08-08,"^FTSE",2003-08-08,0,4147.7998046875
2003-08-15,"^FTSE",2003-08-15,0,4247.2998046875
2003-08-22,"^FTSE",2003-08-22,0,4225.89990234375
2003-08-29,"^FTSE",2003-08-29,0,4161.10009765625
2003-09-05,"^FTSE",2003-09-05,0,4257.2001953125
2003-09-12,"^FTSE",2003-09-12,0,4237.7998046875
2003-09-19,"^FTSE",2003-09-19,0,4257
2003-09-26,"^FTSE",2003-09-26,0,4157.10009765625
2003-10-03,"^FTSE",2003-10-03,0,4274
2003-10-10,"^FTSE",2003-10-10,0,4311
2003-10-17,"^FTSE",2003-10-17,0,4344
2003-10-24,"^FTSE",2003-10-24,0,4239
2003-10-31,"^FTSE",2003-10-31,0,4287.60009765625
2003-11-07,"^FTSE",2003-11-07,0,4376.89990234375
2003-11-14,"^FTSE",2003-11-14,0,4397
2003-11-21,"^FTSE",2003-11-21,0,4319
2003-11-28,"^FTSE",2003-11-28,0,4342.60009765625
2003-12-05,"^FTSE",2003-12-05,0,4367
2003-12-12,"^FTSE",2003-12-12,0,4347.60009765625
2003-12-19,"^FTSE",2003-12-19,0,4412.2998046875
2003-12-26,"^FTSE",2003-12-24,2,4444.7001953125
2004-01-02,"^FTSE",2004-01-02,0,4510.2001953125
2004-01-09,"^FTSE",2004-01-09,0,4466.2998046875
2004-01-16,"^FTSE",2004-01-16,0,4487.89990234375
2004-01-23,"^FTSE",2004-01-23,0,4460.7998046875
2004-01-30,"^FTSE",2004-01-30,0,4390.7001953125
2004-02-06,"^FTSE",2004-02-06,0,4402.7001953125
2004-02-13,"^FTSE",2004-02-13,0,4412
2004-02-20,"^FTSE",2004-02-20,0,4515
2004-02-27,"^FTSE",2004-02-27,0,4492.2001953125
2004-03-05,"^FTSE",2004-03-05,0,4547.10009765625
2004-03-12,"^FTSE",2004-03-12,0,4467.39990234375
2004-03-19,"^FTSE",2004-03-19,0,4417.7001953125
2004-03-26,"^FTSE",2004-03-26,0,4357.5
2004-04-02,"^FTSE",2004-04-02,0,4465.60009765625
2004-04-09,"^FTSE",2004-04-08,1,4489.7001953125
2004-04-16,"^FTSE",2004-04-16,0,4537.2998046875
2004-04-23,"^FTSE",2004-04-23,0,4570
2004-04-30,"^FTSE",2004-04-30,0,4489.7001953125
2004-05-07,"^FTSE",2004-05-07,0,4498.39990234375
2004-05-14,"^FTSE",2004-05-14,0,4441.7998046875
2004-05-21,"^FTSE",2004-05-21,0,4431.39990234375
2004-05-28,"^FTSE",2004-05-28,0,4430.7001953125
2004-06-04,"^FTSE",2004-06-04,0,4454.5
2004-06-11,"^FTSE",2004-06-11,0,4484
2004-06-18,"^FTSE",2004-06-18,0,4505.7998046875
2004-06-25,"^FTSE",2004-06-25,0,4494.10009765625
2004-07-02,"^FTSE",2004-07-02,0,4407.39990234375
2004-07-09,"^FTSE",2004-07-09,0,4393.2001953125
2004-07-16,"^FTSE",2004-07-16,0,4339.2001953125
2004-07-23,"^FTSE",2004-07-23,0,4326.2998046875
2004-07-30,"^FTSE",2004-07-30,0,4413.10009765625
2004-08-06,"^FTSE",2004-08-06,0,4337.89990234375
2004-08-13,"^FTSE",2004-08-13,0,4301.5
2004-08-20,"^FTSE",2004-08-20,0,4369.2001953125
2004-08-27,"^FTSE",2004-08-27,0,4490.10009765625
2004-09-03,"^FTSE",2004-09-03,0,4550.7998046875
2004-09-10,"^FTSE",2004-09-10,0,4545
2004-09-17,"^FTSE",2004-09-17,0,4591
2004-09-24,"^FTSE",2004-09-24,0,4578.10009765625
2004-10-01,"^FTSE",2004-10-01,0,4659.7001953125
2004-10-08,"^FTSE",2004-10-08,0,4698.89990234375
2004-10-15,"^FTSE",2004-10-15,0,4622.7001953125
2004-10-22,"^FTSE",2004-10-22,0,4615.39990234375
2004-10-29,"^FTSE",2004-10-29,0,4624.2001953125
2004-11-05,"^FTSE",2004-11-05,0,4739.7998046875
2004-11-12,"^FTSE",2004-11-12,0,4793.89990234375
2004-11-19,"^FTSE",2004-11-19,0,4760.7998046875
2004-11-26,"^FTSE",2004-11-26,0,4741.60009765625
2004-12-03,"^FTSE",2004-12-03,0,4747.89990234375
2004-12-10,"^FTSE",2004-12-10,0,4694
2004-12-17,"^FTSE",2004-12-17,0,4696.7998046875
2004-12-24,"^FTSE",2004-12-24,0,4798.10009765625
2004-12-31,"^FTSE",2004-12-31,0,4814.2998046875
2005-01-07,"^FTSE",2005-01-07,0,4854.10009765625
2005-01-14,"^FTSE",2005-01-14,0,4820.7998046875
2005-01-21,"^FTSE",2005-01-21,0,4803.2998046875
2005-01-28,"^FTSE",2005-01-28,0,4832.7998046875
2005-02-04,"^FTSE",2005-02-04,0,4941.5
2005-02-11,"^FTSE",2005-02-11,0,5044.2001953125
2005-02-18,"^FTSE",2005-02-18,0,5057.2001953125
2005-02-25,"^FTSE",2005-02-25,0,5006.7998046875
2005-03-04,"^FTSE",2005-03-04,0,5036.2998046875
2005-03-11,"^FTSE",2005-03-11,0,4982.10009765625
2005-03-18,"^FTSE",2005-03-18,0,4923.2998046875
2005-03-25,"^FTSE",2005-03-24,1,4922.5
2005-04-01,"^FTSE",2005-04-01,0,4914
2005-04-08,"^FTSE",2005-04-08,0,4983.7001953125
2005-04-15,"^FTSE",2005-04-15,0,4891.60009765625
2005-04-22,"^FTSE",2005-04-22,0,4849.2998046875
2005-04-29,"^FTSE",2005-04-29,0,4801.7001953125
2005-05-06,"^FTSE",2005-05-06,0,4918.89990234375
2005-05-13,"^FTSE",2005-05-13,0,4886.5
2005-05-20,"^FTSE",2005-05-20,0,4971.7998046875
2005-05-27,"^FTSE",2005-05-27,0,4986.2998046875
2005-06-03,"^FTSE",2005-06-03,0,4999.39990234375
2005-06-10,"^FTSE",2005-06-10,0,5030.39990234375
2005-06-17,"^FTSE",2005-06-17,0,5077.60009765625
2005-06-24,"^FTSE",2005-06-24,0,5079
2005-07-01,"^FTSE",2005-07-01,0,5161
2005-07-08,"^FTSE",2005-07-08,0,5232.2001953125
2005-07-15,"^FTSE",2005-07-15,0,5230.89990234375
2005-07-22,"^FTSE",2005-07-22,0,5241.7998046875
2005-07-29,"^FTSE",2005-07-29,0,5282.2998046875
2005-08-05,"^FTSE",2005-08-05,0,5314.7998046875
2005-08-12,"^FTSE",2005-08-12,0,5345.7998046875
2005-08-19,"^FTSE",2005-08-19,0,5312.60009765625
2005-08-26,"^FTSE",2005-08-26,0,5228.10009765625
2005-09-02,"^FTSE",2005-09-02,0,5326.89990234375
2005-09-09,"^FTSE",2005-09-09,0,5359.2998046875
2005-09-16,"^FTSE",2005-09-16,0,5407.89990234375
2005-09-23,"^FTSE",2005-09-23,0,5413.60009765625
2005-09-30,"^FTSE",2005-09-30,0,5477.7001953125
2005-10-07,"^FTSE",2005-10-07,0,5362.2998046875
2005-10-14,"^FTSE",2005-10-14,0,5275
2005-10-21,"^FTSE",2005-10-21,0,5142.10009765625
2005-10-28,"^FTSE",2005-10-28,0,5213.39990234375
2005-11-04,"^FTSE",2005-11-04,0,5423.60009765625
2005-11-11,"^FTSE",2005-11-11,0,5465.10009765625
2005-11-18,"^FTSE",2005-11-18,0,5498.89990234375
2005-11-25,"^FTSE",2005-11-25,0,5523.7998046875
2005-12-02,"^FTSE",2005-12-02,0,5528.10009765625
2005-12-09,"^FTSE",2005-12-09,0,5517.39990234375
2005-12-16,"^FTSE",2005-12-16,0,5531.60009765625
2005-12-23,"^FTSE",2005-12-23,0,5595.5
2005-12-30,"^FTSE",2005-12-30,0,5618.7998046875
2006-01-06,"^FTSE",2006-01-06,0,5731.7998046875
2006-01-13,"^FTSE",2006-01-13,0,5711
2006-01-20,"^FTSE",2006-01-20,0,5672.39990234375
2006-01-27,"^FTSE",2006-01-27,0,5786.7998046875
2006-02-03,"^FTSE",2006-02-03,0,5759.2998046875
2006-02-10,"^FTSE",2006-02-10,0,5764.10009765625
2006-02-17,"^FTSE",2006-02-17,0,5846.2001953125
2006-02-24,"^FTSE",2006-02-24,0,5860.5
2006-03-03,"^FTSE",2006-03-03,0,5858.7001953125
2006-03-10,"^FTSE",2006-03-10,0,5907.89990234375
2006-03-17,"^FTSE",2006-03-17,0,5999.39990234375
2006-03-24,"^FTSE",2006-03-24,0,6036.2998046875
2006-03-31,"^FTSE",2006-03-31,0,5964.60009765625
2006-04-07,"^FTSE",2006-04-07,0,6026.10009765625
2006-04-14,"^FTSE",2006-04-13,1,6029.39990234375
2006-04-21,"^FTSE",2006-04-21,0,6132.7001953125
2006-04-28,"^FTSE",2006-04-28,0,6023.10009765625
2006-05-05,"^FTSE",2006-05-05,0,6091.7001953125
2006-05-12,"^FTSE",2006-05-12,0,5912.10009765625
2006-05-19,"^FTSE",2006-05-19,0,5657.39990234375
2006-05-26,"^FTSE",2006-05-26,0,5791
2006-06-02,"^FTSE",2006-06-02,0,5764.60009765625
2006-06-09,"^FTSE",2006-06-09,0,5655.2001953125
2006-06-16,"^FTSE",2006-06-16,0,5597.39990234375
2006-06-23,"^FTSE",2006-06-23,0,5692.10009765625
2006-06-30,"^FTSE",2006-06-30,0,5833.39990234375
2006-07-07,"^FTSE",2006-07-07,0,5888.89990234375
2006-07-14,"^FTSE",2006-07-14,0,5707.60009765625
2006-07-21,"^FTSE",2006-07-21,0,5719.7001953125
2006-07-28,"^FTSE",2006-07-28,0,5974.89990234375
2006-08-04,"^FTSE",2006-08-04,0,5889.39990234375
2006-08-11,"^FTSE",2006-08-11,0,5820.10009765625
2006-08-18,"^FTSE",2006-08-18,0,5903.39990234375
2006-08-25,"^FTSE",2006-08-25,0,5878.60009765625
2006-09-01,"^FTSE",2006-09-01,0,5949.2001953125
2006-09-08,"^FTSE",2006-09-08,0,5879.2998046875
2006-09-15,"^FTSE",2006-09-15,0,5877
2006-09-22,"^FTSE",2006-09-22,0,5822.2998046875
2006-09-29,"^FTSE",2006-09-29,0,5960.7998046875
2006-10-06,"^FTSE",2006-10-06,0,6001.2001953125
2006-10-13,"^FTSE",2006-10-13,0,6157.2998046875
2006-10-20,"^FTSE",2006-10-20,0,6155.2001953125
2006-10-27,"^FTSE",2006-10-27,0,6160.89990234375
2006-11-03,"^FTSE",2006-11-03,0,6148.10009765625
2006-11-10,"^FTSE",2006-11-10,0,6208.39990234375
2006-11-17,"^FTSE",2006-11-17,0,6192
2006-11-24,"^FTSE",2006-11-24,0,6122.10009765625
2006-12-01,"^FTSE",2006-12-01,0,6021.5
2006-12-08,"^FTSE",2006-12-08,0,6152.39990234375
2006-12-15,"^FTSE",2006-12-15,0,6260
2006-12-22,"^FTSE",2006-12-22,0,6190
2006-12-29,"^FTSE",2006-12-29,0,6220.7998046875
2007-01-05,"^FTSE",2007-01-05,0,6220.10009765625
2007-01-12,"^FTSE",2007-01-12,0,6239
2007-01-19,"^FTSE",2007-01-19,0,6237.2001953125
2007-01-26,"^FTSE",2007-01-26,0,6228
2007-02-02,"^FTSE",2007-02-02,0,6310.89990234375
2007-02-09,"^FTSE",2007-02-09,0,6382.7998046875
2007-02-16,"^FTSE",2007-02-16,0,6419.5
2007-02-23,"^FTSE",2007-02-23,0,6401.5
2007-03-02,"^FTSE",2007-03-02,0,6116.2001953125
2007-03-09,"^FTSE",2007-03-09,0,6245.2001953125
2007-03-16,"^FTSE",2007-03-16,0,6130.60009765625
2007-03-23,"^FTSE",2007-03-23,0,6339.39990234375
2007-03-30,"^FTSE",2007-03-30,0,6308
2007-04-06,"^FTSE",2007-04-05,1,6397.2998046875
2007-04-13,"^FTSE",2007-04-13,0,6462.39990234375
2007-04-20,"^FTSE",2007-04-20,0,6486.7998046875
2007-04-27,"^FTSE",2007-04-27,0,6418.7001953125
2007-05-04,"^FTSE",2007-05-04,0,6603.7001953125
2007-05-11,"^FTSE",2007-05-11,0,6565.7001953125
2007-05-18,"^FTSE",2007-05-18,0,6640.89990234375
2007-05-25,"^FTSE",2007-05-25,0,6570.60009765625
2007-06-01,"^FTSE",2007-06-01,0,6676.7001953125
2007-06-08,"^FTSE",2007-06-08,0,6505.10009765625
2007-06-15,"^FTSE",2007-06-15,0,6732.39990234375
2007-06-22,"^FTSE",2007-06-22,0,6567.39990234375
2007-06-29,"^FTSE",2007-06-29,0,6607.89990234375
2007-07-06,"^FTSE",2007-07-06,0,6690.10009765625
2007-07-13,"^FTSE",2007-07-13,0,6716.7001953125
2007-07-20,"^FTSE",2007-07-20,0,6585.2001953125
2007-07-27,"^FTSE",2007-07-27,0,6215.2001953125
2007-08-03,"^FTSE",2007-08-03,0,6224.2998046875
2007-08-10,"^FTSE",2007-08-10,0,6038.2998046875
2007-08-17,"^FTSE",2007-08-17,0,6064.2001953125
2007-08-24,"^FTSE",2007-08-24,0,6220.10009765625
2007-08-31,"^FTSE",2007-08-31,0,6303.2998046875
2007-09-07,"^FTSE",2007-09-07,0,6191.2001953125
2007-09-14,"^FTSE",2007-09-14,0,6289.2998046875
2007-09-21,"^FTSE",2007-09-21,0,6456.7001953125
2007-09-28,"^FTSE",2007-09-28,0,6466.7998046875
2007-10-05,"^FTSE",2007-10-05,0,6595.7998046875
2007-10-12,"^FTSE",2007-10-12,0,6730.7001953125
2007-10-19,"^FTSE",2007-10-19,0,6527.89990234375
2007-10-26,"^FTSE",2007-10-26,0,6661.2998046875
2007-11-02,"^FTSE",2007-11-02,0,6530.60009765625
2007-11-09,"^FTSE",2007-11-09,0,6304.89990234375
2007-11-16,"^FTSE",2007-11-16,0,6291.2001953125
2007-11-23,"^FTSE",2007-11-23,0,6262.10009765625
2007-11-30,"^FTSE",2007-11-30,0,6432.5
2007-12-07,"^FTSE",2007-12-07,0,6554.89990234375
2007-12-14,"^FTSE",2007-12-14,0,6397
2007-12-21,"^FTSE",2007-12-21,0,6434.10009765625
2007-12-28,"^FTSE",2007-12-28,0,6476.89990234375
2008-01-04,"^FTSE",2008-01-04,0,6348.5
2008-01-11,"^FTSE",2008-01-11,0,6202
2008-01-18,"^FTSE",2008-01-18,0,5901.7001953125
2008-01-25,"^FTSE",2008-01-25,0,5869
2008-02-01,"^FTSE",2008-02-01,0,6029.2001953125
2008-02-08,"^FTSE",2008-02-08,0,5784
2008-02-15,"^FTSE",2008-02-15,0,5787.60009765625
2008-02-22,"^FTSE",2008-02-22,0,5888.5
2008-02-29,"^FTSE",2008-02-29,0,5884.2998046875
2008-03-07,"^FTSE",2008-03-07,0,5699.89990234375
2008-03-14,"^FTSE",2008-03-14,0,5631.7001953125
2008-03-21,"^FTSE",2008-03-20,1,5495.2001953125
2008-03-28,"^FTSE",2008-03-28,0,5692.89990234375
2008-04-04,"^FTSE",2008-04-04,0,5947.10009765625
2008-04-11,"^FTSE",2008-04-11,0,5895.5
2008-04-18,"^FTSE",2008-04-18,0,6056.60009765625
2008-04-25,"^FTSE",2008-04-25,0,6091.39990234375
2008-05-02,"^FTSE",2008-05-02,0,6215.5
2008-05-09,"^FTSE",2008-05-09,0,6204.7001953125
2008-05-16,"^FTSE",2008-05-16,0,6304.2998046875
2008-05-23,"^FTSE",2008-05-23,0,6087.2998046875
2008-05-30,"^FTSE",2008-05-30,0,6053.5
2008-06-06,"^FTSE",2008-06-06,0,5906.7998046875
2008-06-13,"^FTSE",2008-06-13,0,5802.7998046875
2008-06-20,"^FTSE",2008-06-20,0,5620.7998046875
2008-06-27,"^FTSE",2008-06-27,0,5530
2008-07-04,"^FTSE",2008-07-04,0,5412.7998046875
2008-07-11,"^FTSE",2008-07-11,0,5261.60009765625
2008-07-18,"^FTSE",2008-07-18,0,5376.39990234375
2008-07-25,"^FTSE",2008-07-25,0,5352.60009765625
2008-08-01,"^FTSE",2008-08-01,0,5354.7001953125
2008-08-08,"^FTSE",2008-08-08,0,5489.2001953125
2008-08-15,"^FTSE",2008-08-15,0,5454.7998046875
2008-08-22,"^FTSE",2008-08-22,0,5505.60009765625
2008-08-29,"^FTSE",2008-08-29,0,5636.60009765625
2008-09-05,"^FTSE",2008-09-05,0,5240.7001953125
2008-09-12,"^FTSE",2008-09-12,0,5416.7001953125
2008-09-19,"^FTSE",2008-09-19,0,5311.2998046875
2008-09-26,"^FTSE",2008-09-26,0,5088.5
2008-10-03,"^FTSE",2008-10-03,0,4980.2998046875
2008-10-10,"^FTSE",2008-10-10,0,3932.10009765625
2008-10-17,"^FTSE",2008-10-17,0,4063
2008-10-24,"^FTSE",2008-10-24,0,3883.39990234375
2008-10-31,"^FTSE",2008-10-31,0,4377.2998046875
2008-11-07,"^FTSE",2008-11-07,0,4365
2008-11-14,"^FTSE",2008-11-14,0,4233
2008-11-21,"^FTSE",2008-11-21,0,3781
2008-11-28,"^FTSE",2008-11-28,0,4288
2008-12-05,"^FTSE",2008-12-05,0,4049.39990234375
2008-12-12,"^FTSE",2008-12-12,0,4280.39990234375
2008-12-19,"^FTSE",2008-12-19,0,4286.89990234375
2008-12-26,"^FTSE",2008-12-24,2,4216.60009765625
2009-01-02,"^FTSE",2009-01-02,0,4561.7998046875
2009-01-09,"^FTSE",2009-01-09,0,4448.5
2009-01-16,"^FTSE",2009-01-16,0,4147.10009765625
2009-01-23,"^FTSE",2009-01-23,0,4052.5
2009-01-30,"^FTSE",2009-01-30,0,4149.60009765625
2009-02-06,"^FTSE",2009-02-06,0,4291.89990234375
2009-02-13,"^FTSE",2009-02-13,0,4189.60009765625
2009-02-20,"^FTSE",2009-02-20,0,3889.10009765625
2009-02-27,"^FTSE",2009-02-27,0,3830.10009765625
2009-03-06,"^FTSE",2009-03-06,0,3530.69995117188
2009-03-13,"^FTSE",2009-03-13,0,3753.69995117188
2009-03-20,"^FTSE",2009-03-20,0,3842.89990234375
2009-03-27,"^FTSE",2009-03-27,0,3898.89990234375
2009-04-03,"^FTSE",2009-04-03,0,4029.69995117188
2009-04-10,"^FTSE",2009-04-09,1,3983.69995117188
2009-04-17,"^FTSE",2009-04-17,0,4092.80004882812
2009-04-24,"^FTSE",2009-04-24,0,4156
2009-05-01,"^FTSE",2009-05-01,0,4243.2001953125
2009-05-08,"^FTSE",2009-05-08,0,4462.10009765625
2009-05-15,"^FTSE",2009-05-15,0,4348.10009765625
2009-05-22,"^FTSE",2009-05-22,0,4365.2998046875
2009-05-29,"^FTSE",2009-05-29,0,4417.89990234375
2009-06-05,"^FTSE",2009-06-05,0,4438.60009765625
2009-06-12,"^FTSE",2009-06-12,0,4442
2009-06-19,"^FTSE",2009-06-19,0,4345.89990234375
2009-06-26,"^FTSE",2009-06-26,0,4241
2009-07-03,"^FTSE",2009-07-03,0,4236.2998046875
2009-07-10,"^FTSE",2009-07-10,0,4127.2001953125
2009-07-17,"^FTSE",2009-07-17,0,4388.7998046875
2009-07-24,"^FTSE",2009-07-24,0,4576.60009765625
2009-07-31,"^FTSE",2009-07-31,0,4608.39990234375
2009-08-07,"^FTSE",2009-08-07,0,4731.60009765625
2009-08-14,"^FTSE",2009-08-14,0,4714
2009-08-21,"^FTSE",2009-08-21,0,4850.89990234375
2009-08-28,"^FTSE",2009-08-28,0,4908.89990234375
2009-09-04,"^FTSE",2009-09-04,0,4851.7001953125
2009-09-11,"^FTSE",2009-09-11,0,5011.5
2009-09-18,"^FTSE",2009-09-18,0,5172.89990234375
2009-09-25,"^FTSE",2009-09-25,0,5082.2001953125
2009-10-02,"^FTSE",2009-10-02,0,4988.7001953125
2009-10-09,"^FTSE",2009-10-09,0,5161.89990234375
2009-10-16,"^FTSE",2009-10-16,0,5190.2001953125
